virus_id,step,waymo_x,waymo_y,hybrid_x,hybrid_y,label
703.0,40.0,630.3692450009346,6764.772629302412,-3993.3941761279048,790.1014182961494,0
864.0,46.0,-388.2451223155278,-1278.5319065035037,180.75194437333386,204.40163788533656,0
794.0,0.0,1165.4373280970012,7190.18284878837,1206.476839870887,3003.543515680413,0
579.0,58.0,853.7771837064727,2041.8371305051132,99.59255981971961,3479.789716703977,0
702.0,25.0,268.8140117332111,-142.3148326581965,4151.606789152205,1055.8517736840681,0
817.0,21.0,-6912.448471940699,-1102.661782641364,10850.50462389684,-5159.980370416349,1
462.0,46.0,206.3402357398146,-1042.092942665019,2300.422239767201,1290.9313807250987,0
865.0,18.0,-3677.2370872075126,2574.163285161363,2667.0834381554537,-469.98935871688525,1
921.0,24.0,5754.005511751757,2418.335649663023,6981.3981808406115,7019.784347331162,0
1030.0,19.0,5878.4231378487475,790.5927980899426,508.43278562976786,-745.881534883451,0
362.0,7.0,1099.0591864984594,2449.205907266486,2483.5590368333515,-5955.678528903451,0
165.0,19.0,-515.4364110555291,6783.4943110055665,4781.16368115582,-2718.858029121682,1
789.0,7.0,-5300.631863384359,-5027.943239862136,4329.465294990878,-607.8845400286605,1
439.0,9.0,-2484.421745980315,15522.865656261438,4296.704245738866,-2891.3670144386315,1
0.0,20.0,2667.4803583533794,-991.1000292168576,8228.797669420657,-1231.2192983963264,0
737.0,40.0,3510.5510474534985,1008.8548787775815,3157.8855262661677,-2751.166783953655,0
273.0,47.0,658.1370515605597,674.6818478916523,-2277.4714909620957,7031.508846580509,0
109.0,55.0,-2195.5198218041037,6384.098218944774,6217.303511061759,81.33982971108753,0
739.0,0.0,-413.3357941511232,1697.7528284306354,2043.5602134949784,-3919.806191565426,1
418.0,38.0,-2124.766641059504,13236.27091897663,2980.1667626428944,748.2032651528473,0
972.0,74.0,3192.3565477846496,-4939.053377624834,9462.782863069915,3183.0294980867047,0
516.0,9.0,-143.63263482122824,7772.533051411594,1470.5532776870102,1660.9829555042402,0
937.0,66.0,6096.287611085458,3814.6088989529726,7759.8040721419975,2300.344395834023,0
0.0,43.0,-4602.7820152153,-177.08946521368648,-8173.686543273375,474.08112464399983,0
525.0,0.0,-714.1856555984903,8096.1502496318235,1579.3580860390123,1459.815648378891,1
822.0,61.0,-129.64174170544925,8066.501706417743,9376.431445728127,6898.681019808539,0
253.0,79.0,-5522.331991696465,-486.00089876777474,5789.207307074731,-1356.2899494844974,0
791.0,5.0,-2763.1417327053655,-8938.627222833602,536.8122329887736,-2659.7877890369273,1
838.0,68.0,-3742.726037177396,3845.76865652968,2241.365372373848,-967.9641641480616,1
755.0,21.0,-3017.4329214196214,11137.70664076297,3373.6749362063656,-2536.9182335752157,1
809.0,17.0,436.1411877770826,9185.293761872023,3732.469173704096,-9596.943470161163,1
539.0,11.0,3187.751797175637,3039.4631975246766,5500.2483597105,770.1641497369455,0
608.0,30.0,1171.8295240757413,-7432.097060969361,-7893.368275450345,9234.421851281366,1
583.0,5.0,1807.7527223443494,14482.691481528458,5000.574358884143,-1345.604985569781,1
925.0,15.0,-5072.690042908811,-1336.7937195341506,5084.314283876651,-12832.642538432838,1
63.0,31.0,-1572.4199424810174,1707.1312623557715,-2447.504508652846,-1818.4088302932266,0
238.0,0.0,-5008.271355599125,-5155.14783765036,7320.407564693979,-6081.456130906672,1
508.0,13.0,8189.189312859369,5572.276791778959,1794.0926912565471,-8210.411836597268,0
639.0,50.0,-4724.0798269436345,7340.115907059192,629.007808615075,1290.673858333089,0
668.0,9.0,290.0655065992348,10851.90363755103,17302.476871821647,-820.2652933430613,1
207.0,37.0,996.9466796069491,5541.031853219845,-3467.9168029424063,3222.098994153797,0
955.0,30.0,2310.006859005678,-4752.9229521180805,10628.489987576126,-19387.772457953943,0
253.0,11.0,8331.209120566691,-1341.3677815831418,647.3970969038182,-5822.136748603761,0
827.0,67.0,-1805.9648547510214,3317.237251940231,7515.244770592034,-3354.044559532578,0
762.0,1.0,-4023.725900725522,-6228.9716989191575,1933.8501443300484,-2968.424069159872,1
523.0,46.0,1244.0551448403353,-17925.599903038266,610.3487457088821,2584.8030331329865,0
172.0,30.0,8846.69085982238,-9847.668454863218,7157.986130391755,-583.7727345846262,1
127.0,7.0,6435.512859112909,6973.782966501707,5455.160197644622,-1005.2655568315391,1
590.0,14.0,8283.003799365692,4225.648784560201,11588.33216831791,15950.421617487504,1
644.0,25.0,72.09773067712617,-4091.449676092935,-3579.4076401727843,2884.7355205817225,1
776.0,1.0,14964.835126773829,5162.464399658236,6702.031752991752,-3803.9053311408966,1
573.0,18.0,-10047.760269952321,2489.71569354611,1621.4568061300427,-1662.552069223221,1
137.0,60.0,2994.737576607152,11082.121389778229,-185.89107291032326,-8184.733065162801,0
42.0,73.0,-2554.4494607462634,807.1439157085697,6219.4977789126615,-17756.209773479335,0
36.0,74.0,113.69922965661203,9159.246829027996,10459.15740282949,-9569.155027887911,0
844.0,10.0,-2128.093035319332,1313.408546960153,4938.306598222708,-2426.531704905447,1
271.0,21.0,1058.4514643329371,725.2418836978459,2981.676126529443,-1607.8941615962199,0
917.0,66.0,-2631.6049438830246,-1041.0443360851307,5139.121189375796,-77.22760252842727,0
1007.0,1.0,7246.255988630743,2422.6870914977007,7745.243667174224,8871.288735495025,0
886.0,10.0,779.5929953015557,1899.6292065232333,6357.82426387902,-521.1645309665037,1
645.0,11.0,-1271.1320857140388,8657.883049036236,-1298.0536415308934,-1481.6091121741074,0
364.0,19.0,-1191.8805441728662,416.49686318714566,199.47328367719504,16399.686091096006,0
815.0,27.0,-311.5005407971994,11140.505140762092,3870.452433666643,-4260.501771884607,1
609.0,0.0,1488.5842612571116,480.4517598086475,-406.4048458619304,-1065.1323118576652,1
537.0,35.0,1413.2992285541554,2773.4059847354924,1437.0433100713115,6559.439236076173,0
465.0,43.0,-895.0700681257902,-5.766002564828341,10855.986797101628,-1890.7889308232857,0
771.0,37.0,3131.762909486403,1622.2995634131403,1891.9890426047384,10162.960523053642,0
535.0,32.0,-3162.8114593743967,-714.2762674211299,8840.252969355062,-8963.601690977881,1
487.0,79.0,5855.978262838455,-3820.6328163912353,-1382.2516983357443,4977.061488725237,0
273.0,50.0,-89.2491526747242,1512.9164714581432,649.6751045421145,4354.37483057565,1
1031.0,14.0,637.0743443478623,83.89032912937785,-9510.101441232413,-3972.1236640137995,0
679.0,9.0,-696.5714734357384,-848.9737943581033,7034.308197758253,2311.1189020476018,1
510.0,12.0,236.48353111799304,-899.7894868735962,647.7679169374522,11457.397809855167,0
309.0,38.0,6657.72911387174,8958.055888903944,-4364.491427479558,1099.2252631895806,0
637.0,25.0,3640.842623534726,-2198.71818173756,-11980.964891242664,-2441.818009790573,0
533.0,4.0,276.4657549213184,10830.306057171387,8050.002221808512,-784.8217505393601,0
841.0,18.0,-33.03494660581299,4818.092237870524,6456.059028967803,9987.887226695042,1
652.0,46.0,-962.1679755199724,-2737.632449357031,12545.656769656858,3222.651259393485,1
946.0,11.0,-2413.8234813610425,1423.4404556743766,882.4977179184939,-4685.916737253755,0
159.0,0.0,8701.11204946048,1950.8016842132222,6021.474146189914,-1252.166441946096,1
937.0,48.0,869.8247570333325,1098.312935659988,4623.224064377118,-4313.231119615869,0
152.0,72.0,-12355.275396205954,-2510.4376848499664,1170.642586931015,10403.816961624974,0
903.0,36.0,1702.651638957776,1812.6533149386523,7116.755475840455,-5506.440494294917,0
0.0,8.0,1603.4542353850072,334.4555778715935,5469.292295677512,-1287.2696341669725,1
814.0,16.0,1524.0632019312811,-2554.1223323441336,5303.7525238177,2792.9030159747936,0
321.0,44.0,-4127.756587349985,3427.242185620069,469.66926716414446,-14792.261517234016,1
0.0,13.0,390.44059358462755,-5374.218986053245,-637.4536638130015,692.6805611940108,0
196.0,24.0,9909.785063907288,-5832.261538613884,856.6599469350489,-10969.024312235479,0
1008.0,66.0,3401.97730848859,9819.101078699501,2053.758385008031,-7637.1999215703,0
762.0,8.0,6113.000356862012,9599.553413885908,8983.3439291197,2722.8879404025565,1
716.0,6.0,1068.6494897078046,-6027.383135074843,2046.018089593299,1166.9304482774824,1
889.0,7.0,8421.184890290324,-1110.8051173838014,697.8263687565353,4927.116691296534,1
210.0,5.0,-1586.775524079444,891.2346430869326,12.336202568741967,-3372.849838575112,0
134.0,7.0,-584.9740047801401,2769.411737137028,5451.007474955302,11334.638330782507,1
263.0,22.0,1909.8954411896086,-5390.806841894662,-4794.978632844531,-5866.524067936223,1
982.0,36.0,2466.8677118219457,4642.734118942378,-3164.04423478438,-671.865620806684,1
545.0,17.0,-9675.595749495791,1514.6698640294785,11830.816368659252,-1527.8211744205762,1
0.0,64.0,2582.7305597042737,1267.4460661351945,4777.703780375311,-961.0264850892661,0
873.0,20.0,-2409.682429386326,976.5054514486205,4120.814333567338,4075.992501289497,0
726.0,13.0,813.1015304353468,-549.4793238472059,4327.671441594186,-147.1346980165065,1
818.0,72.0,4650.527273807092,3687.0274186293536,5917.568004196298,-2649.973293123277,0
932.0,11.0,3411.1559936574668,7781.901478272008,209.71701232839058,535.4621082077476,0
908.0,0.0,10162.733949820507,700.3748838510624,7786.226431543728,11262.216016401271,1
785.0,30.0,-3843.659781065678,-10932.141580728454,4309.643577211341,-5762.262854223898,1
355.0,43.0,2388.8394764985123,10028.489726283953,2571.364394991103,-758.7353829099472,0
451.0,5.0,-273.6641380906224,-11643.539019055293,4558.886300745364,-8341.591662411254,0
540.0,30.0,455.7417173230185,-5320.4018854858605,-3808.7118554208837,1872.2316048505386,1
192.0,0.0,5837.332616203581,-4492.970790535751,2678.973698954198,-718.9718528986782,1
209.0,22.0,1886.9185368679136,-2021.9394281223529,-6812.486659755786,-2967.603282689993,0
790.0,5.0,-950.2664019479996,15510.759282140869,-1352.5018172843838,1245.1791537853705,0
100.0,22.0,2991.818305469635,3068.969311899832,9863.799094269832,-452.46294084925967,1
28.0,26.0,980.2499048268198,4014.268537730704,6987.261578013409,-10342.548686554996,0
52.0,2.0,4873.1546011187675,55.94946174564677,3522.0555705991974,-15239.101409281771,1
300.0,20.0,3072.722481779472,14911.465951885832,626.6106537093328,15147.818327454968,0
768.0,60.0,2524.310165346232,-2599.633473576894,31.719785475621393,11094.723374136303,0
588.0,17.0,510.10464277276026,3712.185276644516,275.09211725745996,-4051.6715208616574,1
572.0,40.0,4960.2271297158,-15278.41422696369,9388.316406134572,4816.07697681893,0
0.0,31.0,-2103.819757288682,-979.8959985932386,-2928.6446747925165,-6117.389443383119,1
40.0,56.0,3176.4919204335542,5618.935062354597,2645.757516505966,1118.867652678905,0
588.0,75.0,10170.118275547991,-156.06756755456155,6734.540792077212,4300.469962437085,0
914.0,0.0,-5371.978677489824,4304.401030544722,177.94661184659952,-2940.668259085399,0
709.0,53.0,-16388.610864753784,11150.601847105154,2664.1011879312964,3058.24705976176,0
577.0,26.0,-2883.890171711885,-3325.703842752144,2947.5853119034446,2026.6348805158104,1
225.0,9.0,1007.8160684463337,-4339.010204099039,2130.1256628925657,9626.10344639589,0
783.0,11.0,-8376.48744631066,5103.809383603042,5500.625819214635,-4192.753055049015,1
863.0,1.0,10239.191559222143,-1467.4303507258087,200.2027788008728,-1370.0797443700476,1
886.0,19.0,4199.301741373689,241.81299449499932,1648.0360819154052,1817.0004173045572,1
159.0,11.0,-929.3714167399762,1834.5816626468036,1318.9601957740902,-1511.3354431106209,0
777.0,19.0,2032.8980631213099,12594.091727085222,336.22491163701676,-1059.3830609055985,1
125.0,7.0,-3381.2894235581766,-2642.3978152069767,-523.7397729287718,-7396.395526627957,0
935.0,25.0,-2462.258998797154,3960.0050978522368,7659.553796573908,-107.5601744471137,0
354.0,10.0,235.37023980236722,5731.174848268509,6153.645940761702,8904.916447541118,1
765.0,9.0,700.3215367671811,5892.268358470261,2279.8041616362643,-6094.0576823371575,1
685.0,56.0,-4168.209393349627,1120.5753556965146,4810.792267243711,223.8108964119096,0
34.0,7.0,8724.542500552956,-2435.593864393279,1270.4924133974098,-2339.91384495589,1
607.0,55.0,2569.1763287027557,257.329447711812,3045.3641450202895,851.7111616481071,0
476.0,6.0,-2209.9256624616514,-4680.30110972332,-7783.232652071196,10259.57963329197,1
828.0,21.0,-4525.972935216807,-13904.220032681906,1093.0822786655585,-1348.1444024678508,1
856.0,73.0,580.7679256362679,7140.779566005103,1396.7519429212994,-5252.600255320305,0
0.0,2.0,1100.982313124291,4286.827116753967,10506.704746402818,-7432.704938556875,1
628.0,71.0,4940.655109127735,-7595.97428924468,407.2908997495306,3487.419587944696,0
388.0,38.0,1719.7126530657995,79.65570104751566,9664.026669659632,6813.377463399609,0
8.0,31.0,-1748.1305278735003,358.9901433609607,2400.6451356047146,8290.501851753796,0
627.0,6.0,448.06508752311686,4699.359486064736,-3463.0219738627075,-2531.5578136196045,0
930.0,27.0,2173.2213296238947,-2128.1361438576505,2553.3045397262035,-3583.883439686319,1
826.0,0.0,8991.72259105827,6099.155375743152,2199.6183324613157,10752.847822432643,1
296.0,58.0,-555.5537023725866,-1325.013124248238,179.24732852549468,-3046.508961097189,0
86.0,17.0,4040.73037111288,1766.468486758225,1240.0612870602085,859.8867331401505,0
252.0,56.0,-7073.547341917262,-983.2776115964275,-97.30291837327093,-1145.9757110140354,0
708.0,24.0,1104.9309317462937,-4338.059364375162,1801.0883158658442,-6546.660996506405,0
142.0,68.0,2151.1534946219967,-5260.7253004742615,-2888.885008994307,9198.07480769122,0
271.0,16.0,-4832.725861788958,334.1268056930253,1549.6230792783406,33.88445610233248,1
914.0,50.0,1306.2418246643379,9886.636198534718,8860.155047682827,2844.4449316265463,0
714.0,6.0,2378.172542728991,-8343.980377048572,2004.0908578356084,-2013.6107986901084,1
489.0,21.0,888.6748319927776,6266.726602862314,-2777.4947870533297,-865.5139229795453,1
255.0,63.0,-919.2314316343702,2101.3433034687264,-353.44200641419525,-2693.3787524802838,0
293.0,1.0,10424.783679034643,7246.598338670847,2340.5550905644063,-1779.9373412844022,1
1034.0,5.0,1591.9836482040039,9941.106360443913,1816.815769939611,-1514.434456097466,1
0.0,12.0,-9342.395493210213,7383.376817328348,2744.350958395876,6906.384821891097,0
675.0,39.0,1504.8080226589038,-173.97444881074898,5696.591339271041,-10499.006954813567,0
668.0,17.0,1726.648304646436,-948.9045155131453,-219.80903564314377,5142.269574994327,0
397.0,52.0,-525.4589799768169,1966.8189309009963,-1179.2764506811072,6362.522218180564,0
937.0,44.0,4959.867008026867,3094.4818131872403,7368.930996614628,-2172.415633508481,0
87.0,0.0,1135.3514110965534,-15063.914619117599,-4159.709662343533,-1137.7164471273504,1
204.0,80.0,-9664.312671646796,10497.099406298024,-4100.225271722671,-1298.3495390554071,0
1032.0,55.0,7481.854500709511,8173.327553334801,-333.1518936801246,-14696.827297234984,0
576.0,64.0,2154.278371065697,10721.54714780227,3269.13501521975,2968.04032762091,1
329.0,23.0,224.6994715565097,6319.267891774663,3822.9194844837566,-1028.3123897099435,1
301.0,12.0,-1689.223476530528,6707.530199120892,7410.9557401061475,9765.663954843047,1
502.0,23.0,1465.5313855730876,-1322.542745390206,2233.8862656008614,-3906.9381558988607,1
109.0,24.0,345.5420668998724,-230.44168681025445,3411.3568947329586,-1746.045795633473,1
17.0,19.0,4259.4960350491965,-3261.2146892863457,269.03832264114476,-4436.755172304742,1
415.0,8.0,4182.278808994601,-1889.5087234701052,7497.125915600971,1569.3050867276393,0
210.0,3.0,3045.8936962441157,-5410.034510255251,-5440.636566283609,-4974.000478295588,0
460.0,52.0,5884.606113582329,451.37227954135415,-2808.1473225987957,10762.280347750642,0
401.0,81.0,-83.80915817403789,7943.6170237651,9075.702999834051,-6028.371050088825,0
387.0,10.0,914.5138298311272,-1834.8441174034851,5640.435938431761,-206.29679228972907,0
308.0,5.0,10926.1268963392,860.3651575858527,1314.200512768289,5020.7583060161905,0
271.0,29.0,1045.9176354418064,3146.5746360134362,4988.322106591454,1636.3172973874216,1
